item_code,item_code_raw,item_name,category,section,severity_guide,check_content,check_purpose,security_threat,reference_note,target,criteria_safe,criteria_vuln,remediation,impact,detail,reference,page_start,page_end,guide_version
S-14,S-14,NTP 및 시각 동기화 설정,보안 장비,보안 장비 > 4. 로그 관리,중,보안 장비의 NTP 및 시간 동기화 설정 적용 여부 점검,"시스템 운영 또는 보안 사고 발생으로 인한 로그 분석 과정에서 이벤트 간의 인과 관계 파악에 도움을
주고 로그 자체의 신뢰성을 갖기 위함","NTP 및 시간 동기화 설정이 되어있지 않을 경우, 시스템 간 시간 동기화 미흡으로 보안 사고 및 장애
발생 시 로그에 대한 신뢰도가 떨어질 위험이 존재함","※ NTP(Network Time Protocol): 네트워크를 통해 컴퓨터 시스템 간의 시간을 정확하게 유지하기
위한 네트워크 프로토콜. NTP는 1985년 RFC958로 제안된 표준으로 현재 RFC5905 NTP
version 4로 대체됨
※ https://tools.ietf.org/html/rfc5905 NTP 관련 정보 참고 사이트","방화벽, VPN, IDS, IPS, Anti-DDoS, 웹 방화벽 등",NTP 및 시간 동기화 설정이 되어 있는 경우,NTP 및 시간 동기화 설정이 되어 있지 않은 경우,보안 장비 시간 설정에서 NTP 및 시간 동기화 설정 확인,일반적인 경우 영향 없음,,,372,372,2026
S-15,S-15,정책 관리,보안 장비,보안 장비 > 5. 기능 관리,상,보안 장비 정책에 미사용 및 중복된 정책이 존재하는지 점검,"주기적인 정책 검토를 통해 미사용 및 중복된 정책을 제거하여 향후 발생할 수 있는 보안 위협을
제거하고 보안 장비의 고가용성을 유지하기 위함","미사용 및 중복된 정책을 제거하지 않을 경우, 보안 장비 관리자의 업무 편의성 및 효율성이 저하되며
설정되어있는 정책 중 관리자가 인지하지 못한 정책으로 인해 네트워크 보안 체계가 약화 될 위험이
존재함","※ 발생할 수 있는 보안 위협: 비인가자의 네트워크 접근 및 내부 정보 유출, 악성코드 삽입 등","방화벽, VPN, IDS, IPS, Anti-DDoS, 웹 방화벽 등",정책에 대한 주기적인 검사로 미사용 및 중복된 정책을 확인하고 제거된 경우,정책에 대한 주기적인 검사를 하지 않고 미사용 및 중복된 정책을 확인 및 제거되지 않은 경우,정책에 대한 주기적인 검사로 미사용 및 중복된 정책을 확인하여 제거,일반적인 경우 영향 없음,,,373,373,2026
S-16,S-16,NAT 설정,보안 장비,보안 장비 > 5. 기능 관리,상,외부 공개 필요성이 없는 정보시스템에 NAT 설정 여부를 점검,"비인가자가 내부 시스템을 공격하기 위해서는 내부 사설 IP를 알아야 하므로 NAT 설정을 통해 내부
네트워크를 보호할 수 있음","NAT 설정을 하지 않을 경우, 공인 IP를 통해 시스템에 접근이 가능하여 정보 유출, 시스템 파괴,
악성코드 전파 등의 불법적 행위가 발생할 위험이 존재함","※ NAT 사용 목적
1) 인터넷의 공인 IP주소 절약
2) 공공망과 연결되는 사용자들의 고유한 사설망을 침입자들로부터 보호","방화벽, VPN 등","외부 공개 필요성이 없는 서버, 단말기 등 정보시스템에 대해 NAT 설정을 적용한 경우","외부 공개 필요성이 없는 서버, 단말기 등 정보시스템에 대해 NAT 설정을 적용하지 않은 경우","외부 공개 필요성이 없는 정보시스템에 대해 공인 IP 지정 여부를 확인하여 사설 IP로 변경한 후 보안
장비에서 NAT 설정을 적용",일반적인 경우 영향 없음,,,374,375,2026
S-17,S-17,DMZ 설정,보안 장비,보안 장비 > 5. 기능 관리,상,내부 네트워크와 외부 서비스 네트워크(DMZ)를 구분하고 있는지 점검,"외부 네트워크로 서비스를 제공하는 호스트에서 내부 네트워크로의 접근이 통제되고 있는지 확인하기
위함","DMZ 설정을 통해 내부 네트워크와 외부 서비스 네트워크를 구분하도록 설정되어 있지 않을 경우, 외부
네트워크를 통해서 서비스를 제공받는 악의적인 사용자가 DMZ 내 호스트를 통해 내부 네트워크로
불법적 연결을 시도할 위험이 존재함","※ DMZ: 조직의 내부 네트워크와 외부 네트워크 사이에 위치하는 네트워크 망으로 DMZ 내 컴퓨터는
외부 네트워크에만 연결할 수 있도록 하고, 내부 네트워크로는 연결할 수 없도록 구성함","방화벽, VPN 등",DMZ를 구성하여 내부 네트워크를 보호하는 경우,DMZ를 구성하지 않고 사설망에서 외부 공개 서비스를 제공하는 경우,"Ÿ DMZ를 구성하여 내부 네트워크와 외부 서비스 네트워크 분리
Ÿ 물리적(망 분리)으로 내부 네트워크와 외부 서비스 네트워크가 분리되어 있으면 해당 없음",일반적인 경우 영향 없음,,,376,377,2026
S-18,S-18,최소한의 서비스만 제공,보안 장비,보안 장비 > 5. 기능 관리,상,보안 장비에서 필요한 서비스만 제공하고 있는지 점검,"보안 장비 정책을 검토하여 사용하지 않는 IP와 포트를 제거하여 네트워크 및 시스템 운영의 보안성을
유지하기 위함","최소한의 서비스만 제공하지 않을 경우, 비인가자의 침입 또는 악성 소프트웨어 전달 등의 보안 위험이
발생할 위험이 존재함","※ 방화벽 기본 정책: 방화벽은 기본적으로 All Deny 설정을 적용하며 허용할 IP와 포트만
추가함으로써 관리 포인트를 최소화함","방화벽, VPN, 웹 방화벽 등",All Deny 설정 및 보안 장비에 최소 서비스만 허용하는 경우,All Deny 미설정 또는 보안 장비에 불필요한 서비스를 허용하는 경우,보안 장비에 최소 서비스만 허용하도록 설정함,허용되지 않은 접속은 모두 차단됨,,,378,378,2026
S-19,S-19,이상징후 탐지 모니터링 수행,보안 장비,보안 장비 > 5. 기능 관리,상,보안 장비에 이상징후 탐지 모니터링을 수행하고 있는지 점검,이상징후가 탐지되는 경우 사고 예방 및 신속한 조치를 이행하기 위함,"이상징후 탐지 모니터링을 수행하지 않을 경우, 보안 사고를 미리 방지할 수 없는 위험이 존재함","※ 보안 사고 미연 방지 및 IT 컴플라이언스 준수
예시 1) 휴일 또는 업무 시간 이외에 비정상적인 패턴으로 중요 문서 또는 고객 정보 DB에
접근한다면 정보 유출 징후가 있다고 판단 가능
예시 2) 퇴사 징후가 의심되는 직원이 휴일이나 업무 시간 외에 비정상적으로 중요 문서나 고객
DB에 접근하는 경우 정보 유출 가능성이 커 이를 사전에 탐지하고 예방할 수 있음","방화벽, VPN, IDS, IPS, Anti-DDoS, 웹 방화벽 등",이상징후 탐지 모니터링을 수행하고 있는 경우,이상징후 탐지 모니터링을 수행하고 있지 않은 경우,이상징후 탐지 시 담당자/관리자가 즉시 확인할 수 있도록 모니터링 수행,일반적인 경우 영향 없음,,,379,380,2026
S-20,S-20,장비 사용량 검토,보안 장비,보안 장비 > 5. 기능 관리,상,보안 장비에서 제공하는 Dashboard를 통해 보안 장비의 가용성에 대한 실시간 검토 여부 점검,"보안 장비의 가용성에 대한 검토로 인해 네트워크 트래픽의 수준을 파악하게 되고, 그에 따른 가용성
향상을 고려할 수 있음","보안 장비 가용성을 정기적으로 검토를 하지 않을 경우, 성능 및 회선 상태를 파악할 수 없어 보안
장비의 가용성 하락이 발생할 위험이 존재함","※ 내부 정책에 맞게 일, 주, 월 등의 주기를 정하여 정기적으로 이행하도록 하며 일반적으로 월 1회
검토를 권고함","방화벽, VPN, IDS, IPS, Anti-DDoS, 웹 방화벽 등",보안 장비 가용성을 정기적으로 모니터링 및 검토할 경우,보안 장비 가용성을 정기적으로 모니터링 및 검토하지 않을 경우,장비 사용량을 정기적으로 모니터링,일반적인 경우 영향 없음,,,381,382,2026
S-21,S-21,SNMP 서비스 확인,보안 장비,보안 장비 > 5. 기능 관리,상,SNMP 서비스 사용 여부 점검,"보안 장비 관리를 위해 NMS 솔루션과의 연동으로 SNMP 서비스 사용이 필요한 경우가 아니라면
서비스를 중지하도록 함","불필요한 SNMP 서비스를 사용할 경우, DoS 공격, 보안 장비 성능 저하, 크래쉬, 리로드 등의 공격
위험이 존재함","※ SNMP 서비스: 네트워크 관리를 위한 프로토콜로 네트워크상의 서버, 프린터, 허브, 스위치,
라우터와 같은 네트워크 장치를 구성하고 정보를 수집하는 데 사용됨
※ SNMP 서비스를 이용해야 하는 경우 Community String을 유추할 수 없게 설정","방화벽, VPN, IDS, IPS, Anti-DDoS, 웹 방화벽 등",불필요한 SNMP 서비스를 사용하지 않을 경우,불필요한 SNMP 서비스를 사용할 경우,불필요한 경우 SNMP 서비스 중지,일반적인 경우 영향 없음,,,383,383,2026
S-22,S-22,SNMP Community String 복잡성 설정,보안 장비,보안 장비 > 5. 기능 관리,상,SNMP Community String이 유추하기 어렵게 설정되어 있는지 점검,"SNMP Community String을 유추하기 어렵게 설정하여 네트워크상에서 시스템 정보가 비인가자에게
노출되지 않도록 함","SNMP의 Community String을 기본값 또는 유추하기 쉬운 값으로 설정할 경우, 악의적인 사용자가
장비 설정을 쉽게 변경(RW)하여 중요 시스템 정보가 노출될 수 있는 위험이 존재함","※ SNMP 버전: v1, v2 ,v3 이 존재. v1, v2는 Community String을 평문 전송하지만, v3는
암호화가 설정되어 해시값으로 전송함","방화벽, VPN, IDS, IPS, Anti-DDoS, 웹 방화벽 등","SNMP 서비스를 사용하지 않거나, 유추하기 어려운 Community String을 설정한 경우","Community String을 기본값으로 사용하고 있거나, 유추하기 쉬운 Community String을 설정한 경우",유추하기 어려운 Community String을 설정,일반적인 경우 영향 없음,,,384,384,2026
S-23,S-23,유해 트래픽 탐지/차단 정책 설정,보안 장비,보안 장비 > 5. 기능 관리,중,유해 트래픽 탐지/차단 정책 적용 여부 점검,"유해 트래픽(Flooding 공격, Scan 공격, 해킹 툴 공격 등)을 탐지/차단 정책을 적용하여 네트워크 운영
및 서비스의 장애 발생 가능성을 차단하기 위함","유해 트래픽 탐지/차단 정책이 설정되지 않을 경우, 악성코드가 네트워크를 통해 전파될 우려가 있음","※ Flooding 공격: 악의적으로 한꺼번에 많은 양의 데이터를 보내 상대방의 서비스를 운용할 수 없게
만드는 서비스 거부 공격
※ Scan 공격: 네트워크, 시스템의 활성화된 포트·서비스·취약점을 식별하기 위한 행위
※ 해킹툴 공격: 공격자가 상용 해킹툴이나, 자제 제작한 해킹툴을 이용해 시스템을 침투·장악하거나
권한을 획득하는 행위","방화벽, VPN, IDS, IPS, Anti-DDoS, 웹 방화벽 등",유해 트래픽 탐지/차단 패턴이 적용된 경우,유해 트래픽 탐지/차단 패턴이 적용되지 않은 경우,유해 트래팍 탐지/차단 정책 설정,오탐으로 인한 차단 정책 설정 시 서비스 영향 발생,,,385,390,2026
N-01,N-01,비밀번호 설정,네트워크 장비,네트워크 장비 > 1. 계정 관리,상,"관리 터미널(콘솔, SSH, https 등)을 통해 네트워크 장비 접근 시 기본 비밀번호(기본 관리자 계정도
함께 변경하도록 권고)를 사용하는지 점검","기본 비밀번호를 변경하지 않고 사용함으로써 발생할 수 있는 비인가자의 네트워크 장비 접근에 대한
통제가 이루어지는지 확인하기 위함","Ÿ 장비 출고 시 설정된 기본 비밀번호를 변경하지 않고 그대로 사용할 경우 비인가자가 인터넷을 통해
벤더사 별 네트워크 장비 기본 비밀번호를 쉽게 획득할 수 있음
Ÿ 획득한 비밀번호를 사용하여 기본 비밀번호를 변경하지 않고 관리 운용 중인 네트워크 장비에
접근하여 장비의 내부 설정(ACL)을 변경함으로써 해당 네트워크 장비를 통해 전송되는 데이터들이
비인가자에게 유출되거나 네트워크 장비를 통해 통신하는 정보시스템(서버, 보안 장비, 네트워크
장비) 간의 통신에 영향(데이터 전송 불가)을 미칠 수 있음","※ 기본(Default) 비밀번호: 장비 제조업체에서 출고 시 설정되어 나오는 기본 관리자 계정의 비밀번호
정보
※ 기본(Default) 관리자 계정: 장비 제조업체에서 출고 시 설정되어 나오는 네트워크 장비의 관리용
계정(예: admin, manager 등)","Cisco, Alteon, Passport, Juniper, Piolink 등",기본 비밀번호를 변경한 경우,기본 비밀번호를 변경하지 않거나 비밀번호를 설정하지 않은 경우,기본 비밀번호를 관리기관의 비밀번호 작성규칙을 준용하여 변경,일반적인 경우 영향 없음,,,391,394,2026
N-02,N-02,비밀번호 복잡성 설정,네트워크 장비,네트워크 장비 > 1. 계정 관리,상,"네트워크 장비에 기관 정책에 맞는 계정 비밀번호 복잡성 정책이 적용되어 있는지 점검
비밀번호 복잡성 정책 설정 기능이 장비에 존재하지 않는 경우 기관 정책에 맞게 계정 비밀번호를
설정하여 사용하는지 점검","비인가자의 네트워크 장비 터미널(콘솔, SSH, https 등) 접근 시도 공격(무차별 대입 공격, 사전 대입
공격 등)에 대한 대비 여부를 확인하기 위함","Ÿ 비밀번호 복잡성 정책이 적용되어 있지 않을 경우 계정 생성 후 초기 비밀번호 설정 및 기존 비밀번호
변경 시 비밀번호 복잡성 제약 규칙을 적용받지 않아 취약한 비밀번호(예 qwerty, 12345,
pass1234 등)를 설정할 수 있도록 허용되므로, 해당 취약점으로 인해 비인가자의 공격(무차별 대입
공격, 사전 대입 공격 등)에 계정 비밀번호가 유출되는 원인을 제공하여 유출된 비밀번호를 사용하여
비인가자가 네트워크 장비 터미널에 접근할 위험이 존재함","※ 비밀번호 복잡성: 계정 비밀번호 설정 시 영문(대문자, 소문자), 숫자, 특수문자가 혼합된 비밀번호로
설정하는 것
※ 무차별 대입 공격(Brute Force Attack): 컴퓨터로 암호를 해독하기 위해 가능한 모든 키를
하나하나 추론해 보는 시도를 말함.
※ 사전 대입 공격(Dictionary Attack): 사전에 있는 단어를 입력하여 비밀번호를 알아내거나 암호를
해독하는 데 사용되는 컴퓨터 공격 방법",공통,"기관 정책에 맞는 비밀번호 복잡성 정책을 설정하거나, 비밀번호 복잡성 설정 기능이 없는 장비는 기관 정책에 맞게 비밀번호를 사용하는 경우",기관 정책에 맞지 않는 비밀번호를 설정하여 사용하는 경우,관리기관의 비밀번호 작성규칙에 맞게 비밀번호 복잡성 정책 및 비밀번호 설정,일반적인 경우 영향 없음,,,395,396,2026
N-03,N-03,암호화된 비밀번호 사용,네트워크 장비,네트워크 장비 > 1. 계정 관리,상,계정 비밀번호 암호화 설정이 적용되어 있는지 점검,"비인가자의 네트워크 장비 터미널 접근으로 인해 발생할 수 있는 장비 내 계정 비밀번호 유출에 대비가
되어있는지 확인하기 위함","계정 비밀번호 암호화 기능이 설정되어 있지 않을 경우, 비인가자가 네트워크 터미널에 접근하여 장비
내에 존재하는 모든 계정의 비밀번호를 획득할 수 있는 위험이 존재함",-,"Cisco, Juniper 등",비밀번호 암호화 설정을 적용한 경우,비밀번호 암호화 설정을 적용하지 않은 경우,비밀번호 암호화 설정 적용,일반적인 경우 영향 없음,,,397,398,2026
N-04,N-04,계정 잠금 임계값 설정,네트워크 장비,네트워크 장비 > 1. 계정 관리,상,사용자 계정에 대해 로그인 실패 임계값이 설정되어 있는지 점검,"로그인 실패 임계값 초과 시 일정 시간 동안 계정 잠금을 실시하여 공격자의 자유로운 암호 추측 시도 및
리소스 낭비를 차단하고 무차별 대입 공격 등 비밀번호 탈취 공격을 무력화하기 위함","로그인 실패 시 일정 시간 동안 계정 잠금을 하지 않은 경우, 공격자의 자동화된 암호 추측 공격이
가능하고 비밀번호 탈취 공격(무차별 대입 공격, 사전 대입 공격 등)의 인증 요청에 대해 설정된
비밀번호와 일치할 때까지 지속적으로 응답하여 해당 계정의 비밀번호가 유출될 위험이 존재함","※ 로그인 실패 임계값: 시스템에 로그인 시 몇 번의 로그인 실패 이후 로그인을 차단할 것인지
결정하는 값","Cisco, Alteon, Passport, Juniper, Piolink 등",로그인 실패 임계값이 5회 이하의 값으로 설정된 경우,"로그인 실패 임계값이 설정되어 있지 않거나, 5회 초과의 값으로 설정된 경우",로그인 실패 임계값을 5회 이하로 설정,일반적인 경우 영향 없음,,,399,400,2026
N-05,N-05,사용자·명령어별 권한 설정,네트워크 장비,네트워크 장비 > 1. 계정 관리,중,"네트워크 장비 사용자의 업무에 따라 계정별로 장비 관리 권한을 차등(관리자 권한은 최소한의 계정만
허용) 부여하고 있는지 점검",계정별 권한에 따라 장비의 사용 및 설정 가능한 기능을 제한하는지 확인하기 위함,"계정별 권한이 차등 부여되어 있지 않은 경우, 일반 계정으로 장비의 모든 기능을 제어할 수 있어 일반
계정이 비인가자에 노출되었을 때 비인가자가 획득한 계정 정보를 통해 네트워크 장비에 접근하여
장비의 설정(ACL) 변경, 삭제 등의 행위를 하여 장비의 가용성(해당 장비를 통해 통신하는 정보시스템
간 데이터 전송 불가) 저하 문제가 발생할 위험이 존재함","※ 관리자 계정: 장비의 모든 기능(계정 생성 및 권한 부여, 장비 정책 설정, 모든 명령어 사용 가능
등)을 제한 없이 사용하거나 설정할 수 있는 계정
※ 일반 계정: 장비의 일부 기능(모니터링, 룰셋 적용, 일부 명령어만 사용 등) 만 사용하거나 설정할 수
있는 계정","Cisco, Alteon, Juniper, Piolink 등",업무에 맞게 계정의 권한이 차등 부여된 경우,업무에 맞게 계정의 권한이 차등 부여되지 않은 경우,"업무에 맞게 계정별 권한 차등(관리자 권한 최소화) 부여
※ 한 명의 관리자가 네트워크 장비를 관리할 경우는 해당하지 않음",해당 명령어 실행 시 권한 부족으로 실행되지 않을 수 있음,,,401,405,2026
N-06,N-06,VTY 접근(ACL) 설정,네트워크 장비,네트워크 장비 > 2. 접근 관리,상,"원격 터미널(VTY)을 통해 네트워크 장비 접근 시 지정된 IP에서만 접근할 수 있도록 설정되어 있는지
점검",지정된 IP만 네트워크 장비에 접근하여 비인가자의 터미널 접근을 원천적으로 차단하기 위함,"지정된 IP만 네트워크 장비에 접근하도록 설정되어 있지 않을 경우, 비인가자가 터미널 접근 시도
공격(무차별 대입 공격, 사전 대입 공격 등)을 시도하여 관리자 계정 비밀번호 획득 후 네트워크 장비에
접근하여 장비 설정(기능, ACL정책) 변경 및 삭제 등의 행위를 통해 네트워크 장비를 경유하는
데이터의 유출 및 가용성 저하 등을 발생시킬 수 있는 위험이 존재함","※ VTY(Virtual Type Terminal): 가상 유형 터미널의 약어. 가상 터미널 라인(virtual terminal
line)이라는 용어가 더 흔하게 사용되며 네트워크 장비를 원격 프로토콜(ssh)에서 관리하기 위한
터미널 서비스
※ 기반시설 시스템은 VTY를 통한 접근을 원칙적으로 금지하나, 부득이 VTY를 사용하여 접근해야
하는 경우 허용한 시스템만 접근할 수 있게 하여 사용해야 함","Cisco, Alteon, Passport, Juniper, Piolink 등",가상 터미널(VTY) 접근을 제한하는 ACL을 설정한 경우,가상 터미널(VTY) 접근을 제한하는 ACL을 설정하지 않은 경우,가상 터미널(VTY)에 특정 IP주소만 접근할 수 있도록 설정,access-List를 생성하면 기본 Deny가 되므로 네트워크 담당자를 통해 설정함,,,406,409,2026
N-07,N-07,Session Timeout 설정,네트워크 장비,네트워크 장비 > 2. 접근 관리,상,기관 정책에 맞게 Session Timeout 설정이 적용되어 있는지 점검,"Session Timeout 설정 유무를 점검하여 터미널 접속 후 일정 시간(Session Timeout 지정 시간)이
지난 뒤 터미널 세션이 자동으로 종료되어 관리자의 부재(터미널 작업 중 자리 비움, 작업 완료 후
터미널 접속을 종료하지 않음) 시 발생 가능한 비인가자의 터미널 접근 통제가 되는지 확인하기 위함","Session Timeout 정책이 적용되지 않았을 경우, 관리자 부재 시 비인가자가 네트워크 장비 터미널에
접속된 컴퓨터를 통해 네트워크 장비의 정책 변경 및 삭제 등의 행위를 할 수 있는 위험이 존재함",※ Session Timeout: 터미널 접속 후 유휴 상태일 때 자동으로 터미널 접속을 종료하는 시간 설정,"Cisco, Alteon, Juniper, Piolink 등",Session Timeout 시간을 10분 이하로 설정한 경우,Session Timeout 시간을 설정하지 않거나 10분 초과로 설정한 경우,Session Timeout 설정 (10분 이하 권고),일반적인 경우 영향 없음,,,410,411,2026
N-08,N-08,VTY 접속 시 안전한 프로토콜 사용,네트워크 장비,네트워크 장비 > 2. 접근 관리,중,네트워크 장비 정책에 암호화 프로토콜(ssh)을 이용한 터미널 접근만 허용하도록 설정되어 있는지 점검,"암호화 프로토콜을 이용한 터미널 접근만 허용하여 네트워크 터미널 접근 시 전송되는 데이터의 스니핑
공격에 대한 대비가 되어 있는지 확인하기 위함","암호화 프로토콜이 아닌 평문 프로토콜(telnet)을 이용하여 네트워크 장비에 접근할 경우, 네트워크
스니핑 공격으로 관리자 계정 정보(계정, 비밀번호)가 비인가자에게 유출될 위험이 존재함","※ 스니핑(임의 지정) 공격: 스니퍼(Sniffer)는 ""컴퓨터 네트워크상에 흘러 다니는 트래픽을 엿듣는
도청장치""라고 말할 수 있으며 ""스니핑""이란 이러한 스니퍼를 이용하여 네트워크상의 데이터를
도청하는 행위를 말함","Cisco, Alteon, Juniper, Piolink 등",장비 정책에 VTY 접근 시 암호화 프로토콜(ssh) 이용한 접근만 허용하고 있는 경우,장비 정책에 VTY 접근 시 평문 프로토콜(telnet) 이용한 접근을 허용하고 있는 경우,암호화 프로토콜만 VTY에 접근할 수 있도록 설정,일반적인 경우 영향 없음,,,412,414,2026
N-09,N-09,불필요한 보조 입출력 포트 사용 금지,네트워크 장비,네트워크 장비 > 2. 접근 관리,중,"사용하지 않는 보조(AUX) 포트 및 콘솔 점검
장비 관리나 운용에 쓰이지 않는 포트 및 인터페이스가 비활성화되어 있는지 점검","사용하지 않는 보조(Auxiliary) 포트의 사용을 제한하여 불필요한 포트 및 인터페이스를 통한
비인가자의 접근을 원천적으로 차단하는지 확인하기 위함","불필요한 포트 및 인터페이스가 활성화되어 있는 경우, 비인가자가 활성화된 포트 및 인터페이스를 통해
네트워크 장비에 접근할 수 있는 위험이 존재함","※ 보조(AUX) 포트: 모뎀과 연결하여 원격에서 전화를 걸어 접속하거나 다른 네트워크 장비와 null
modem 케이블을 연결하여 접속","Cisco, Juniper 등",불필요한 포트 및 인터페이스 사용을 제한한 경우,불필요한 포트 및 인터페이스 사용을 제한하지 않은 경우,불필요한 포트 및 인터페이스 사용 제한 또는 비활성화,차단된 포트나 인터페이스를 사용해야 할 경우 별도의 활성화 설정 필요,,,415,416,2026
N-10,N-10,로그인 시 경고 메시지 설정,네트워크 장비,네트워크 장비 > 2. 접근 관리,중,터미널 접속 화면에 비인가자의 불법 접근에 대한 경고 메시지를 표시하도록 설정되어 있는지 점검,"경고 메시지 표시 설정 적용 유무를 점검하여 비인가자에게 불법적으로 터미널 접근 시 법적인 처벌에
대해 경각심을 가질 수 있게 하는지 확인하기 위함","터미널 접근 시 경고 메시지가 표시되도록 설정되지 않을 경우, 비인가자가 법 위반에 대한 경각심을
느끼지 않게 되어 더 많은 공격을 시도할 수 있는 원인이 됨",-,"Cisco, Alteon, Juniper 등",로그온 시 접근에 대한 경고 메시지를 설정한 경우,로그온 시 접근에 대한 경고 메시지를 설정하지 않거나 시스템 관련 정보가 노출되는 경우,네트워크 장비 접속 시 경고 메시지 설정,일반적인 경우 영향 없음,,,417,418,2026
N-11,N-11,원격로그 서버 사용,네트워크 장비,네트워크 장비 > 2. 접근 관리,중,네트워크 장비의 로그를 별도의 원격 로그 서버에 보관하도록 설정하였는지를 점검,"네트워크 장비의 로그를 별도의 원격 로그 서버에 보관하도록 설정하여 네트워크 장비에 이상이
발생하거나 로그 저장 공간 부족, 공격자의 로그 삭제나 변조 위험에 대비하기 위함","별도의 로그 서버를 통해 로그를 관리하지 않을 경우, 네트워크 장비에 이상이 발생하거나 공격자의
로그 삭제 및 변조가 일어났을 시 사고 원인 분석에 어려움이 발생함","※ 원격 로그 서버: 정보시스템(서버, 네트워크, 보안 장비 등)의 로그를 통합적으로 보관하는 서버","Cisco, Alteon, Juniper, Piolink 등",별도의 로그 서버를 통해 로그를 관리하는 경우,별도의 로그 서버가 없는 경우,Syslog 등을 이용하여 로그 저장 설정,상세한 로깅 설정은 라우터의 성능에 영향을 미칠 수 있음,,,419,421,2026
N-12,N-12,주기적 보안 패치 및 벤더 권고사항 적용,네트워크 장비,네트워크 장비 > 3. 패치 관리,상,패치 적용 정책에 따라 주기적인 패치를 하고 있는지 점검,네트워크 장비의 보안 수준을 높이고 성능 및 기능 향상하기 위함,"알려진 네트워크 장비의 버그나 취약점을 통한 관리자 권한 획득이나 서비스 거부 공격 등을 발생시킬
위험이 존재함",-,공통,주기적으로 보안 패치 및 벤더 권고사항을 적용하는 경우,주기적으로 보안 패치 및 벤더 권고사항을 적용하지 않는 경우,장비별 제공하는 최신 취약점 정보를 파악 후 최신 패치 및 업그레이드를 수행,서비스 영향을 고려하여 벤더사와 협의 후 적용,,,422,423,2026
N-13,N-13,로깅 버퍼 크기 설정,네트워크 장비,네트워크 장비 > 4. 로그 관리,중,버퍼 메모리의 크기를 어느 정도로 설정하고 있는지 점검,장비 성능을 고려하여 최대 용량에 가깝도록 버퍼 크기를 설정하도록 함,"버퍼 메모리의 용량을 초과하는 로그가 저장될 경우 로그 정보를 잃게 되어 침해사고 발생 시 침입
흔적을 알 수 없는 상황이 발생함","※ 버퍼 메모리: 일반적으로 주기억 장치와 중앙 처리 장치 사이의 명령이나 데이터를 일시 유지하는데
사용되는 고속의 기억 장치. 버퍼 메모리는 주기억 장치보다 메모리 용량은 적지만 고속의 기억
소자를 사용함으로써 주기억 장치와 중앙 처리 사이의 정보의 흐름을 원활하게 함. 버퍼 메모리를
달리 로컬 메모리 혹은 캐시(cache)라고도 함
※ 기본적으로 로그는 파일이 아닌 버퍼 메모리에 저장됨
※ 최대 버퍼 크기는 65,500byte이며 버퍼 용량을 높게 설정하면 패킷 전달이 안 되는 경우가 발생함.
일반적으로 16Kbyte에서 32Kbyte의 크기가 적당하며, 최대 용량이 16Kbyte에 못 미치는 장비의
경우 장비 성능을 고려하여 최대 용량에 가깝게 설정하는 것을 권고함","Cisco, Piolink 등",저장되는 로그 데이터보다 버퍼 용량이 큰 경우,저장되는 로그 데이터보다 버퍼 용량이 작은 경우,로그에 대한 정보를 확인하여 장비 성능을 고려한 최대 버퍼 크기를 설정,버퍼 크기가 장비 성능에 비해 큰 경우 라우터의 성능에 영향을 줌,,,424,425,2026
N-14,N-14,정책에 따른 로깅 설정,네트워크 장비,네트워크 장비 > 4. 로그 관리,중,정책에 따른 로깅 설정이 이루어지고 있는지 점검,"로그 정보를 통해 장비 상태, 서비스 정상 여부 파악 및 보안사고 발생 시 원인 파악 및 각종 침해 사실에
관한 확인을 하기 위함","로깅 설정이 되어있지 않을 경우, 원인 규명이 어려우며, 법적 대응을 위한 충분한 증거로 사용할 수
없음",※ 컴퓨터 관리 > 로컬 사용자 및 그룹 > Remote Desktop Users 그룹에서 추가 가능,"Cisco, Juniper 등",로그 기록 정책에 따라 로깅 설정이 되어 있는 경우,로그 기록 정책 미수립 또는 로깅 설정이 미흡한 경우,로그 기록 정책을 수립하고 정책에 따른 로깅 설정,일반적인 경우 영향 없음,,,426,427,2026
N-15,N-15,NTP 및 시각 동기화 설정,네트워크 장비,네트워크 장비 > 4. 로그 관리,중,네트워크 장비의 NTP 서버 연동 및 시간 동기화 설정 적용 여부 점검,"시스템 운영 또는 보안 사고 발생으로 인한 로그 분석 과정에서 이벤트 간의 인과 관계 파악에 도움을
주고 로그 자체의 신뢰성을 갖도록 하기 위함",시스템 간 시간 동기화 미흡으로 보안 사고 및 장애 발생 시 로그에 대한 신뢰도 확보가 미흡해짐,※ IOS 12.2 이전 버전을 사용하는 장비에는 접근 통제(ACL) 설정이 되어 있어야 양호,"Cisco, Alteon, Juniper 등",NTP 서버를 통한 시스템 간 실시간 시간 동기화가 설정된 경우,NTP 서버와 연동되어 있지 않아 시스템 간 실시간 시간 동기화 설정이 되어있지 않은 경우,NTP 사용 시 신뢰할 수 있는 서버로 설정,일반적인 경우 영향 없음,,,428,429,2026
